QUID,DWEIGHT_LIVE_FINAL,CS01,CS01_1,CS02,CS02_2,MTS01,MTS02,MTS03,MTS03_1,LMS01,LMS02,LMS02_1,LMS02_s,LMS03,LMS04,LMS05,LMS06,LMS07,LMS07_1,LMS07_2,LMS07_3a,LMS07_3b,LMS08,LMS08_s,LMS09a,LMS09b,LMS09c,LMS09d,LMS09e,LMS09f,LMS09g,LMS09f_s,SMS01a,SMS01b,SMS01c,SMS01d,SMS01d_s,SMS02,SMS03a,SMS03b,SMS03c,SMS03d,SMS04a,SMS04b,SMS04c,SMS04d,SMS04e,SMS04f,SMS04e_s,SMS05,MLA01,MLA02,MLA03,MLA03_1,MLA04,MLA04_1,LMA01,LMA02a_LS,LMA02b_LS,LMA02c_LS,LMA02d_LS,LMA02e_LS,LMA02f_LS,LMA02g_LS,LMA02h_LS,LMA02i_LS,LMA02j_LS,LMA02k_LS,LMA02l_LS,LMA02m_LS,LMA02n_LS,LMA02o_LS,LMA02p_LS,LMA02q_LS,LMA02r_LS,LMA02s_LS,LMA02f_1_LS,LMA02m_1_LS,LMA02q_1_LS,LMA02s_s_LS,LMA03a,LMA03b,LMA03c,LMA03d,LMA04a,LMA04b,LMA04c,LMA04d,LMA04e,LMA05a,LMA05b,LMA05c,LMA05d,LMA05d_1,SMA01,SMA02a,SMA02b,SMA02c,SMA02d,SMA03a,SMA03b,SMA03b_1,SMA04a,SMA04b,SMA04c,SMA04d,SMA04e,PLMA01,PLMA02a_LS,PLMA02b_LS,PLMA02c_LS,PLMA02d_LS,PLMA03a,PLMA03b,PLMA03c,PLMA03d,PLMA03e,PLMA04,PLMA05a,PLMA05b,PLMA05c,PLMA05d,PLMA05d_1,PSMA01,PSMA02a,PSMA02b,PSMA02c,PSMA02d,PSMA03a,PSMA03b,PSMA03c,PSMA03d,PSMA03e,PSMA04,PSMA05,MS04a,MS04b,MS04c,MS04b_s,MS04c_s,SECTORID,PLMA02a,PLMA02b,PLMA02c,PLMA02d,LMA02a,LMA02b,LMA02c,LMA02d,LMA03e,LMA04d_1,prov,ECO,prov_eco,mostcommonbe,mostcommonda,mostcommonpi,mostcommonpo
Q34749510,3.417850833,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,indoor manure storage,,1,3,1,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,feed bin management,3,,,,,,,,,,,35,3,3503,,,,3
Q34749521,2.771924063,3,,3,,1,1,1,5,1,6,,,3,2,8000,5,1,6,,,,6,slats,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,1,,,,,2,,,,1,3,,,,,,,,,,,,,,,1,,Gea,1,,,,,,,,,,,35,3,3503,,1,,
Q34749530,1,,,1,3,1,3,3,,1,1,2,,1,4,8000000,17,3,,,800,250,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,800,5,,.,.,,.,,,,.,.,.,,,,.,,,,,,,1,,30,0,40,30,,,1,,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,gps for spraying and mapping,gps,4,,,,,,,,,,,48,8,4808,,,3,
Q34749534,4.508041438,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,46,9,4609,3,,,
Q34749535,6.216238372,,,1,5,1,1,1,3,3,4,,,,3,,16,2,,86,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,65,1,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,,,100,,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,ANALYSE DU SOL PAR GPS,conduite par gps. ventilation et éclairage et aliment automatique,4,,,,,,,,,,,24,2,2402,,,2,
Q34749542,2.621537274,3,,1,3,1,1,3,,3,6,,,,3,164640,8,3,,,240,98,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,250,3,,,,,,1,,,,,,,,,,,1,,,1,,3,,0,0,60,40,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,ventilation and lighting,4,,,,,,,,,,,35,4,3504,,,2,
Q34749558,9.450130246,1,2,1,2,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,80,,,20,,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,GPS controlled field operations,2,,,,,,,,,,,46,8,4608,2,,,
Q34749565,4.323285244,3,,1,5,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,composted then in building,,1,3,1,3,1,1,1,,,,,2,1,,1,75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,,,,1,,,,,3,,1,,1,,"all feeding done automatically to each animal, GPS autosteer",2,,,,,,,,,,,35,3,3503,1,,,
Q34749568,41.3009016,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,3,3,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,8,4808,3,,,
Q34749578,9.300465723,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,59,11,5911,2,,,
Q34749579,6.002207696,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Genius controller,3,,,,,,,,,,,35,4,3504,,,,3
Q34749586,5.920465568,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,3,3,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"Ventilation, lighting",3,,,,,,,,,,,35,4,3504,,,,3
Q34749592,2.854090379,,,1,5,1,1,1,5,1,6,,,2,3,1000000,8,3,,,170,102,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,100,2,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,,,100,,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,fan controlers,4,,,,,,,,,,,35,4,3504,,,2,
Q34749599,3.98506542,1,1,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,100,0,1,,,,1,1,5,,,,,,2,,,,,,,,,,,59,11,5911,3,,,
Q34749600,4.196831267,,,1,4,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,200,2,,,,,,1,,,,,,,,1,,,,,,1,,,,25,,,75,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,35,3,3503,,,2,
Q34749603,38.88457914,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,48,10,4810,3,,,
Q34749611,20.39405848,1,1,1,4,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,3,3,1,,,,,,,1,1,,1,40,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,100,,1,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,46,8,4608,3,,,
Q34749612,4.851237543,3,,1,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,3,3,1,,,,,,,1,1,,1,300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,25,75,,,1,,,3,,1,,1,,GPS autosteer,2,,,,,,,,,,,46,9,4609,3,,,
Q34749614,3.445953069,1,1,1,1,1,1,3,,3,6,,,,3,4070,8,3,,,180,100,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,60,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,50,40,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,35,4,3504,,1,,
Q34749616,23.2323201,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,2,1,,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,25,25,50,1,,,,,3,,,,,,,2,,,,,,,,,,,48,6,4806,3,,,
Q34749622,2.244464144,,,3,,1,1,3,,3,2,,,,3,600000,12,2,,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,60,2,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,50,,50,,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,ventilation,4,,,,,,,,,,,35,4,3504,,,2,
Q34749638,10.50852683,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,1,3,,,,,,1,,2,1,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,30,70,1,,,,,3,,1,,,,,1,,,,,,,,,,,24,1,2401,,1,,
Q34749641,3.68143034,,,1,5,1,1,1,5,1,4,,,4,3,100000,16,2,,90,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34749643,6.022997134,,,1,4,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,manure storage,,1,1,3,3,,,,,,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"Bin scales, water meter","ventilation, lighting",3,,,,,,,,,,,35,4,3504,,,,3
Q34749645,2.282253338,1,5,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,3,,,,,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,water consumption,lighting and barn ventilation,3,,,,,,,,,,,48,7,4807,,,,3
Q34749647,25.36655141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,35,3,3503,99,,,
Q34749648,10.11780694,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,3,3,3,3,,,,,,1,,3,1,,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,100,,,,1,,,,,3,,,,,,,2,,,,,,,,,,,47,6,4706,3,,,
Q34749655,21.34286182,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,3,3,,,,,1,,hauled and used as fertilizer on operations land,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,46,8,4608,3,,,
Q34749660,4.059257251,,,,,1,1,1,3,3,6,,,,3,10000,10,1,20000,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,35,3,3503,,,3,
Q34749662,4.310102053,1,1,1,4,1,1,3,,3,2,,,,4,2000000,4,3,,,98,49,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,160,2,1,,,1,,1,,,,,,,,,,,,,,2,,,,50,,50,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,48,8,4808,,1,,
Q34749665,4.041994235,3,,1,2,1,1,3,,1,3,,,2,3,375000,8,2,,100,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,250,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Robotics milking,1,,,,,,,,,,,35,3,3503,,1,,
Q34749671,2.840913662,,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Covered manure storage,,1,1,1,1,,,,,,1,,3,1,,,,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,100,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Installed new controllers,3,,,,,,,,,,,35,4,3504,,,,3
Q34749673,1.89694819,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,35,3,3503,,,,2
Q34749687,7.184379591,3,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,3,1,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,100,0,0,0,1,,,,,1,5,,,,,,2,,,,,,,,,,,46,9,4609,3,,,
Q34749688,9.629314654,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,,,1,,,1,1,3,,,,,,2,,,,,,,,,,,59,11,5911,3,,,
Q34749689,3.700218078,1,5,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,2,1,,3,,1,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70,,0,30,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Alarme eau, température et l'alimentation",,3,,,,,,,,,,,24,2,2402,,,,3
Q34749699,10.53081936,3,,,5,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,46,9,4609,3,,,
Q34749702,3.388629405,,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,100,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Ventilation and feed control,3,,,,,,,,,,,35,3,3503,,,,5
Q34749704,2.284052513,1,4,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"feeding, lights and ventilation",3,,,,,,,,,,,48,7,4807,,,,5
Q34749707,38.04942924,3,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,3,3,,,,,,1,,3,1,,3,,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,100,,,,,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,10,4810,3,,,
Q34749709,4.822032397,3,,1,2,1,1,3,,1,2,,,4,4,1500000,20,3,,,120,50,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,75,5,,,,,,1,,,,,,,,,,,,,,2,,,,100,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,48,7,4807,,1,,
Q34749719,9.885652322,3,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,47,6,4706,3,,,
Q34749722,3.175983158,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"Cameras, barn controller, wifi-enabled temperature and humidity sensors",Barn controller for feeding/ventilation/lighting,3,,,,,,,,,,,46,9,4609,,,,6
Q34749730,8.482474359,3,,1,5,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,1,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,40,40,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,48,7,4807,3,,,
Q34749733,2.580127384,3,,,,1,1,1,1,3,2,,,,3,2000000,4,3,,,197,197,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,0,70,0,1,,,,,2,,,,1,2,,,,,,,,,,,,,1,,1,,"GPS , barn ventilation , lighting",1,,,,,,,,,,,48,8,4808,,1,,
Q34749734,3.427108477,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,2,3,3,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,35,3,3503,,,,3
Q34749740,2.806068113,,,3,,1,1,1,1,1,6,,,3,3,1500000,8,3,,,500,120,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,105,4,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,50,,50,,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,35,4,3504,,,2,
Q34749741,3.81944961,,,1,5,1,1,1,2,3,2,,,,3,2000000,18,3,,,300,60,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,300,3,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,1,,30,0,60,10,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34749743,22.64804607,1,5,1,5,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,6,4806,3,,,
Q34749752,24.82866864,1,2,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,1,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Skidsteers for cleanout,2,,,,,,,,,,,35,3,3503,3,,,
Q34749755,2.757852478,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,100,,,1,,,3,,,,,,,2,,,,,,,,,,,59,11,5911,3,,,
Q34749767,10.25337728,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,3,3,3,,,,,,1,,2,1,,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,30,70,1,,,,,1,2,,,,,,1,,,,,,,,,,,35,3,3503,,1,,
Q34749768,10.24426047,3,,,,1,3,1,1,3,5,,,,3,,14,2,,120,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,20,80,1,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,35,3,3503,,1,,
Q34749772,9.873239009,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Video Surveillance,,2,,,,,,,,,,,47,6,4706,3,,,
Q34749774,3.459545091,,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,3,3,,,,,,1,,2,1,,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,0,0,75,,1,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"feeders,fans,lighting system",3,,,,,,,,,,,35,3,3503,,,,3
Q34749776,2.971725116,3,,1,1,1,3,3,,1,5,,,4,3,80000,8,3,,,80,46,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,30,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,,70,10,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,"barn ventilation, auto feeder",4,,,,,,,,,,,35,3,3503,,,2,
Q34749782,8.481251571,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,,,1,,,,1,5,,,1,,GPS,2,,,,,,,,,,,48,7,4807,3,,,
Q34749791,2.251182597,1,2,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,3,2,3,3,1,,,,,,,2,1,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,80,,20,,1,,,,,1,4,,,,,,2,,,,,,,,,,,46,9,4609,3,,,
Q34749792,5.833363981,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,3,3,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,46,9,4609,3,,,
Q34749803,10.49943342,3,,1,2,1,1,3,,3,5,,,,4,705000,12,2,,100,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,73,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,15,15,70,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,35,3,3503,,1,,
Q34749807,10.42658667,1,1,1,1,1,1,3,,3,4,,,,3,400000,12,2,,75,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,56,1,60,5,1,,,,,1,,,,,,,,,,,,,,2,,,,75,,25,,1,1,,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,yield mapping with combine,sprayer,1,,,,,,,,,,,35,3,3503,,1,,
Q34749810,10.31729772,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,59,11,5911,3,,,
Q34749814,35.57335477,1,1,1,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,100,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"GPS IN TRACTORS, COMBINE, SPRAYERS, SWATHERS",2,,,,,,,,,,,48,7,4807,2,,,
Q34749821,3.491799981,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,3,,1,,,,,,1,1,,3,,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,35,4,3504,,1,,
